t,monthly_max,t_monthly_max,PMM
29.301115664845174,1.3460001,2022-04-20 05:00:00,-0.38999999999999996
29.377390710382514,1.5090001,2022-05-18 03:00:00,-0.7749999999999999
29.45662568306011,1.536,2022-06-16 03:00:00,-0.845
29.533014571949,1.547,2022-07-14 02:00:00,-0.615
29.609403460837886,1.5270001,2022-08-11 01:00:00,1.065
29.688638433515482,1.5130001,2022-09-09 01:00:00,2.9699999999999998
29.821493624772312,1.4950001,2022-10-27 16:00:00,2.925
29.897768670309652,1.478,2022-11-24 14:00:00,1.815
29.979849726775956,1.5300001,2022-12-24 15:00:00,0.89
30.058970856102004,1.539,2023-01-21 14:00:00,-1.27
30.135359744990893,1.498,2023-02-18 13:00:00,-3.465
30.208902550091075,1.3290001,2023-03-17 11:00:00,-4.18
30.27379326047359,1.2360001,2023-04-10 05:00:00,-4.6850000000000005
30.38274134790528,1.44,2023-05-20 02:00:00,-5.34
30.426571038251367,1.462,2023-06-05 03:00:00,-6.72
30.579348816029142,1.5860001,2023-07-31 01:00:00,-7.01
30.661316029143897,1.6340001,2023-08-30 01:00:00,-5.72
30.737704918032787,1.595,2023-09-27 00:00:00,-4.765
30.82957650273224,1.697,2023-10-30 15:00:00,-4.13
30.835268670309652,1.6430001,2023-11-01 17:00:00,-3.73
30.949681238615664,1.5910001,2023-12-13 14:00:00,-3.41
